Borough,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
MANHATTAN,3,2013,Female,4519,306,1448,32,1362,30.1,1345,29.8,364,8.1,1709,37.8
MANHATTAN,3,2013,Male,4629,296,1871,40.4,1340,28.9,1226,26.5,192,4.1,1418,30.6
MANHATTAN,3,2014,Female,4431,305,1372,31,1258,28.4,1461,33,340,7.7,1801,40.6
MANHATTAN,3,2014,Male,4671,296,1851,39.6,1295,27.7,1299,27.8,226,4.8,1525,32.6
MANHATTAN,3,2015,Female,4231,308,1184,28,1283,30.3,1332,31.5,432,10.2,1764,41.7
MANHATTAN,3,2015,Male,4373,298,1642,37.5,1293,29.6,1188,27.2,250,5.7,1438,32.9
MANHATTAN,3,2016,Female,4175,321,793,19,1050,25.1,1651,39.5,681,16.3,2332,55.9
MANHATTAN,3,2016,Male,4327,310,1199,27.7,1205,27.8,1534,35.5,389,9,1923,44.4
MANHATTAN,3,2017,Female,3973,320,799,20.1,944,23.8,1536,38.7,694,17.5,2230,56.1
MANHATTAN,3,2017,Male,4074,311,1074,26.4,1062,26.1,1536,37.7,402,9.9,1938,47.6
MANHATTAN,3,2018,Female,3916,607,490,12.5,955,24.4,1786,45.6,685,17.5,2471,63.1
MANHATTAN,3,2018,Male,4008,602,712,17.8,1125,28.1,1689,42.1,482,12,2171,54.2
MANHATTAN,4,2013,Female,4246,307,1075,25.3,1563,36.8,919,21.6,689,16.2,1608,37.9
MANHATTAN,4,2013,Male,4560,296,1595,35,1619,35.5,872,19.1,474,10.4,1346,29.5
MANHATTAN,4,2014,Female,4419,308,1180,26.7,1364,30.9,1011,22.9,864,19.6,1875,42.4
MANHATTAN,4,2014,Male,4528,298,1524,33.7,1472,32.5,943,20.8,589,13,1532,33.8
MANHATTAN,4,2015,Female,4305,310,1012,23.5,1426,33.1,952,22.1,915,21.3,1867,43.4
MANHATTAN,4,2015,Male,4480,302,1386,30.9,1466,32.7,902,20.1,726,16.2,1628,36.3
MANHATTAN,4,2016,Female,4159,317,734,17.6,1246,30,1078,25.9,1101,26.5,2179,52.4
MANHATTAN,4,2016,Male,4294,308,1062,24.7,1402,32.7,1023,23.8,807,18.8,1830,42.6
MANHATTAN,4,2017,Female,4021,322,594,14.8,1109,27.6,1004,25,1314,32.7,2318,57.6
MANHATTAN,4,2017,Male,4123,311,951,23.1,1242,30.1,1036,25.1,894,21.7,1930,46.8
MANHATTAN,4,2018,Female,3890,608,506,13,963,24.8,1033,26.6,1388,35.7,2421,62.2
MANHATTAN,4,2018,Male,4041,603,721,17.8,1161,28.7,1063,26.3,1096,27.1,2159,53.4
MANHATTAN,5,2013,Female,4056,308,1125,27.7,1370,33.8,920,22.7,641,15.8,1561,38.5
MANHATTAN,5,2013,Male,4149,297,1598,38.5,1306,31.5,841,20.3,404,9.7,1245,30
MANHATTAN,5,2014,Female,3928,308,1090,27.7,1262,32.1,845,21.5,731,18.6,1576,40.1
MANHATTAN,5,2014,Male,4264,298,1621,38,1297,30.4,774,18.2,572,13.4,1346,31.6
MANHATTAN,5,2015,Female,4049,310,1041,25.7,1266,31.3,944,23.3,798,19.7,1742,43
MANHATTAN,5,2015,Male,4140,298,1487,35.9,1288,31.1,829,20,536,12.9,1365,33
MANHATTAN,5,2016,Female,3961,311,1076,27.2,1012,25.5,1053,26.6,820,20.7,1873,47.3
MANHATTAN,5,2016,Male,4220,298,1599,37.9,1084,25.7,947,22.4,590,14,1537,36.4
MANHATTAN,5,2017,Male,3842,306,1165,30.3,1133,29.5,849,22.1,695,18.1,1544,40.2
MANHATTAN,5,2017,Female,3868,318,815,21.1,1034,26.7,956,24.7,1063,27.5,2019,52.2
MANHATTAN,5,2018,Female,3844,610,767,20,945,24.6,898,23.4,1234,32.1,2132,55.5
MANHATTAN,5,2018,Male,3989,603,1201,30.1,1016,25.5,895,22.4,877,22,1772,44.4
MANHATTAN,6,2013,Female,4073,302,1109,27.2,1659,40.7,588,14.4,717,17.6,1305,32
MANHATTAN,6,2013,Male,4092,294,1491,36.4,1481,36.2,538,13.1,582,14.2,1120,27.4
MANHATTAN,6,2014,Female,3946,305,901,22.8,1625,41.2,618,15.7,802,20.3,1420,36
MANHATTAN,6,2014,Male,4046,296,1298,32.1,1631,40.3,535,13.2,582,14.4,1117,27.6
MANHATTAN,6,2015,Female,3841,309,849,22.1,1384,36,666,17.3,942,24.5,1608,41.9
MANHATTAN,6,2015,Male,4150,298,1391,33.5,1455,35.1,587,14.1,717,17.3,1304,31.4
MANHATTAN,6,2016,Female,3903,312,656,16.8,1387,35.5,905,23.2,955,24.5,1860,47.7
MANHATTAN,6,2016,Male,4028,300,1170,29,1430,35.5,784,19.5,644,16,1428,35.5
MANHATTAN,6,2017,Female,3704,312,695,18.8,1330,35.9,625,16.9,1054,28.5,1679,45.3
MANHATTAN,6,2017,Male,3901,301,1114,28.6,1373,35.2,646,16.6,768,19.7,1414,36.2
MANHATTAN,6,2018,Male,3795,600,1097,28.9,810,21.3,735,19.4,1153,30.4,1888,49.7
MANHATTAN,6,2018,Female,3846,607,658,17.1,746,19.4,809,21,1633,42.5,2442,63.5
MANHATTAN,7,2013,Female,4080,304,1186,29.1,1452,35.6,967,23.7,475,11.6,1442,35.3
MANHATTAN,7,2013,Male,4410,293,1788,40.5,1444,32.7,812,18.4,366,8.3,1178,26.7
MANHATTAN,7,2014,Female,4086,303,1137,27.8,1458,35.7,1065,26.1,426,10.4,1491,36.5
MANHATTAN,7,2014,Male,4110,294,1540,37.5,1344,32.7,940,22.9,286,7,1226,29.8
MANHATTAN,7,2015,Female,3887,306,1009,26,1264,32.5,1196,30.8,418,10.8,1614,41.5
MANHATTAN,7,2015,Male,4071,293,1630,40,1242,30.5,905,22.2,294,7.2,1199,29.5
MANHATTAN,7,2016,Female,3762,316,636,16.9,1205,32,1079,28.7,842,22.4,1921,51.1
MANHATTAN,7,2016,Male,4075,303,1169,28.7,1397,34.3,1010,24.8,499,12.2,1509,37
MANHATTAN,7,2017,Female,3797,323,431,11.4,1168,30.8,1163,30.6,1035,27.3,2198,57.9
MANHATTAN,7,2017,Male,3839,312,808,21,1203,31.3,1094,28.5,734,19.1,1828,47.6
MANHATTAN,7,2018,Female,3743,609,594,15.9,1014,27.1,1173,31.3,962,25.7,2135,57
MANHATTAN,7,2018,Male,3921,602,1038,26.5,1090,27.8,1103,28.1,690,17.6,1793,45.7
MANHATTAN,8,2013,Female,4057,300,1287,31.7,1353,33.3,902,22.2,515,12.7,1417,34.9
MANHATTAN,8,2013,Male,4285,292,1635,38.2,1445,33.7,827,19.3,378,8.8,1205,28.1
MANHATTAN,8,2014,Female,4163,304,1019,24.5,1597,38.4,983,23.6,564,13.5,1547,37.2
MANHATTAN,8,2014,Male,4497,294,1551,34.5,1644,36.6,894,19.9,408,9.1,1302,29
MANHATTAN,8,2015,Female,4045,307,855,21.1,1451,35.9,1157,28.6,582,14.4,1739,43
MANHATTAN,8,2015,Male,4053,296,1257,31,1405,34.7,997,24.6,394,9.7,1391,34.3
MANHATTAN,8,2016,Female,3817,315,562,14.7,1221,32,1198,31.4,836,21.9,2034,53.3
MANHATTAN,8,2016,Male,3993,302,1077,27,1390,34.8,1008,25.2,518,13,1526,38.2
MANHATTAN,8,2017,Female,3570,321,426,11.9,955,26.8,1216,34.1,973,27.3,2189,61.3
MANHATTAN,8,2017,Male,3837,307,840,21.9,1253,32.7,1118,29.1,626,16.3,1744,45.5
MANHATTAN,8,2018,Female,3729,608,347,9.3,992,26.6,1060,28.4,1330,35.7,2390,64.1
MANHATTAN,8,2018,Male,3841,601,705,18.4,1195,31.1,960,25,981,25.5,1941,50.5
MANHATTAN,All Grades,2013,Female,25031,304,7230,28.9,8759,35,5641,22.5,3401,13.6,9042,36.1
MANHATTAN,All Grades,2013,Male,26125,295,9978,38.2,8635,33.1,5116,19.6,2396,9.2,7512,28.8
MANHATTAN,All Grades,2014,Female,24973,306,6699,26.8,8564,34.3,5983,24,3727,14.9,9710,38.9
MANHATTAN,All Grades,2014,Male,26116,296,9385,35.9,8683,33.2,5385,20.6,2663,10.2,8048,30.8
MANHATTAN,All Grades,2015,Female,24358,308,5950,24.4,8074,33.1,6247,25.6,4087,16.8,10334,42.4
MANHATTAN,All Grades,2015,Male,25267,298,8793,34.8,8149,32.3,5408,21.4,2917,11.5,8325,32.9
MANHATTAN,All Grades,2016,Female,23777,315,4457,18.7,7121,29.9,6964,29.3,5235,22,12199,51.3
MANHATTAN,All Grades,2016,Male,24937,303,7276,29.2,7908,31.7,6306,25.3,3447,13.8,9753,39.1
MANHATTAN,All Grades,2017,Female,22933,319,3760,16.4,6540,28.5,6500,28.3,6133,26.7,12633,55.1
MANHATTAN,All Grades,2017,Male,23616,308,5952,25.2,7266,30.8,6279,26.6,4119,17.4,10398,44
MANHATTAN,All Grades,2018,Female,22968,608,3362,14.6,5615,24.4,6759,29.4,7232,31.5,13991,60.9
MANHATTAN,All Grades,2018,Male,23595,602,5474,23.2,6397,27.1,6445,27.3,5279,22.4,11724,49.7
QUEENS,3,2013,Female,10128,308,2728,26.9,3557,35.1,3275,32.3,568,5.6,3843,37.9
QUEENS,3,2013,Male,10738,300,3831,35.7,3667,34.1,2836,26.4,404,3.8,3240,30.2
QUEENS,3,2014,Female,10037,306,2846,28.4,3268,32.6,3343,33.3,580,5.8,3923,39.1
QUEENS,3,2014,Male,10583,298,3894,36.8,3351,31.7,2967,28,371,3.5,3338,31.5
QUEENS,3,2015,Female,10111,309,2730,27,3255,32.2,3242,32.1,884,8.7,4126,40.8
QUEENS,3,2015,Male,10616,299,3747,35.3,3654,34.4,2724,25.7,491,4.6,3215,30.3
QUEENS,3,2016,Female,10561,318,1912,18.1,3316,31.4,4153,39.3,1180,11.2,5333,50.5
QUEENS,3,2016,Male,11027,309,2792,25.3,3771,34.2,3759,34.1,705,6.4,4464,40.5
QUEENS,3,2017,Female,10207,319,1913,18.7,2744,26.9,4148,40.6,1402,13.7,5550,54.4
QUEENS,3,2017,Male,10412,309,2822,27.1,3177,30.5,3642,35,771,7.4,4413,42.4
QUEENS,3,2018,Female,9849,606,1096,11.1,2700,27.4,4774,48.5,1279,13,6053,61.5
QUEENS,3,2018,Male,10235,601,1664,16.3,3323,32.5,4386,42.9,862,8.4,5248,51.3
QUEENS,4,2013,Female,9949,307,2286,23,3955,39.8,2363,23.8,1345,13.5,3708,37.3
QUEENS,4,2013,Male,10424,298,3246,31.1,4331,41.5,1937,18.6,910,8.7,2847,27.3
QUEENS,4,2014,Female,9887,308,2236,22.6,3668,37.1,2585,26.1,1398,14.1,3983,40.3
QUEENS,4,2014,Male,10363,301,3041,29.3,3877,37.4,2337,22.6,1108,10.7,3445,33.2
QUEENS,4,2015,Female,9912,308,2116,21.3,3750,37.8,2534,25.6,1512,15.3,4046,40.8
QUEENS,4,2015,Male,10400,300,3122,30,3958,38.1,2127,20.5,1193,11.5,3320,31.9
QUEENS,4,2016,Female,10049,317,1406,14,3346,33.3,2930,29.2,2367,23.6,5297,52.7
QUEENS,4,2016,Male,10521,309,2262,21.5,3779,35.9,2795,26.6,1685,16,4480,42.6
QUEENS,4,2017,Female,10424,317,1597,15.3,3390,32.5,2969,28.5,2468,23.7,5437,52.2
QUEENS,4,2017,Male,10916,307,2603,23.8,3870,35.5,2729,25,1714,15.7,4443,40.7
QUEENS,4,2018,Female,10128,606,1192,11.8,2885,28.5,3124,30.8,2927,28.9,6051,59.7
QUEENS,4,2018,Male,10314,601,1842,17.9,3348,32.5,3021,29.3,2103,20.4,5124,49.7
QUEENS,5,2013,Female,9813,309,2394,24.4,3573,36.4,2585,26.3,1261,12.9,3846,39.2
QUEENS,5,2013,Male,10146,301,3339,32.9,3687,36.3,2162,21.3,958,9.4,3120,30.8
QUEENS,5,2014,Female,9866,307,2597,26.3,3624,36.7,2358,23.9,1287,13,3645,36.9
QUEENS,5,2014,Male,10244,298,3557,34.7,3738,36.5,1971,19.2,978,9.5,2949,28.8
QUEENS,5,2015,Female,9642,309,2185,22.7,3571,37,2376,24.6,1510,15.7,3886,40.3
QUEENS,5,2015,Male,10209,300,3279,32.1,3652,35.8,2147,21,1131,11.1,3278,32.1
QUEENS,5,2016,Female,9853,312,2233,22.7,3062,31.1,2901,29.4,1657,16.8,4558,46.3
QUEENS,5,2016,Male,10307,300,3642,35.3,3140,30.5,2406,23.3,1119,10.9,3525,34.2
QUEENS,5,2017,Female,9925,314,2201,22.2,3041,30.6,2590,26.1,2093,21.1,4683,47.2
QUEENS,5,2017,Male,10370,301,3466,33.4,3349,32.3,2236,21.6,1319,12.7,3555,34.3
QUEENS,5,2018,Female,10279,606,2296,22.3,3061,29.8,2675,26,2247,21.9,4922,47.9
QUEENS,5,2018,Male,10693,601,3393,31.7,3210,30,2480,23.2,1610,15.1,4090,38.2
QUEENS,6,2013,Female,9771,304,2300,23.5,4302,44,1601,16.4,1568,16,3169,32.4
QUEENS,6,2013,Male,10236,295,3288,32.1,4463,43.6,1441,14.1,1044,10.2,2485,24.3
QUEENS,6,2014,Female,9559,305,1941,20.3,4405,46.1,1568,16.4,1645,17.2,3213,33.6
QUEENS,6,2014,Male,10004,297,2881,28.8,4490,44.9,1427,14.3,1206,12.1,2633,26.3
QUEENS,6,2015,Female,9622,309,1821,18.9,3953,41.1,1890,19.6,1958,20.3,3848,40
QUEENS,6,2015,Male,10124,299,3045,30.1,4053,40,1564,15.4,1462,14.4,3026,29.9
QUEENS,6,2016,Female,9552,312,1575,16.5,3612,37.8,2256,23.6,2109,22.1,4365,45.7
QUEENS,6,2016,Male,10179,301,2698,26.5,3873,38,1965,19.3,1643,16.1,3608,35.4
QUEENS,6,2017,Female,9777,310,1949,19.9,3626,37.1,1807,18.5,2395,24.5,4202,43
QUEENS,6,2017,Male,10295,299,3161,30.7,3803,36.9,1642,15.9,1689,16.4,3331,32.4
QUEENS,6,2018,Female,9837,607,1669,17,2116,21.5,2165,22,3887,39.5,6052,61.5
QUEENS,6,2018,Male,10352,599,3027,29.2,2461,23.8,2113,20.4,2751,26.6,4864,47
QUEENS,7,2013,Female,9713,306,2416,24.9,3823,39.4,2514,25.9,960,9.9,3474,35.8
QUEENS,7,2013,Male,10456,297,3593,34.4,4052,38.8,2187,20.9,624,6,2811,26.9
QUEENS,7,2014,Female,9717,305,2365,24.3,3734,38.4,2691,27.7,927,9.5,3618,37.2
QUEENS,7,2014,Male,10208,295,3623,35.5,3811,37.3,2186,21.4,588,5.8,2774,27.2
QUEENS,7,2015,Female,9517,305,2376,25,3461,36.4,2854,30,826,8.7,3680,38.7
QUEENS,7,2015,Male,9955,295,3652,36.7,3512,35.3,2291,23,500,5,2791,28
QUEENS,7,2016,Female,9590,315,1414,14.7,3444,35.9,2932,30.6,1800,18.8,4732,49.3
QUEENS,7,2016,Male,10134,303,2649,26.1,4059,40.1,2370,23.4,1056,10.4,3426,33.8
QUEENS,7,2017,Female,9544,319,1080,11.3,3237,33.9,3345,35,1882,19.7,5227,54.8
QUEENS,7,2017,Male,10251,310,1984,19.4,3828,37.3,2979,29.1,1460,14.2,4439,43.3
QUEENS,7,2018,Female,9741,607,1590,16.3,2785,28.6,3272,33.6,2094,21.5,5366,55.1
QUEENS,7,2018,Male,10330,601,2876,27.8,3093,29.9,2809,27.2,1552,15,4361,42.2
QUEENS,8,2013,Female,9595,302,2500,26.1,3699,38.6,2334,24.3,1062,11.1,3396,35.4
QUEENS,8,2013,Male,10083,295,3437,34.1,3854,38.2,2025,20.1,767,7.6,2792,27.7
QUEENS,8,2014,Female,9762,307,2000,20.5,3773,38.6,2564,26.3,1425,14.6,3989,40.9
QUEENS,8,2014,Male,10517,297,3007,28.6,4279,40.7,2379,22.6,852,8.1,3231,30.7
QUEENS,8,2015,Female,9705,309,1695,17.5,3678,37.9,2917,30.1,1415,14.6,4332,44.6
QUEENS,8,2015,Male,10223,298,2840,27.8,4104,40.1,2473,24.2,806,7.9,3279,32.1
QUEENS,8,2016,Female,9394,316,1125,12,3131,33.3,3154,33.6,1984,21.1,5138,54.7
QUEENS,8,2016,Male,9892,305,2077,21,3809,38.5,2750,27.8,1256,12.7,4006,40.5
QUEENS,8,2017,Female,9453,320,976,10.3,2834,30,3265,34.5,2378,25.2,5643,59.7
QUEENS,8,2017,Male,10097,308,2013,19.9,3447,34.1,3057,30.3,1580,15.6,4637,45.9
QUEENS,8,2018,Female,9404,608,843,9,2632,28,2845,30.3,3084,32.8,5929,63
QUEENS,8,2018,Male,10204,602,1701,16.7,3305,32.4,2784,27.3,2414,23.7,5198,50.9
QUEENS,All Grades,2013,Female,58969,306,14624,24.8,22909,38.8,14672,24.9,6764,11.5,21436,36.4
QUEENS,All Grades,2013,Male,62083,298,20734,33.4,24054,38.7,12588,20.3,4707,7.6,17295,27.9
QUEENS,All Grades,2014,Female,58828,306,13985,23.8,22472,38.2,15109,25.7,7262,12.3,22371,38
QUEENS,All Grades,2014,Male,61919,298,20003,32.3,23546,38,13267,21.4,5103,8.2,18370,29.7
QUEENS,All Grades,2015,Female,58509,308,12923,22.1,21668,37,15813,27,8105,13.9,23918,40.9
QUEENS,All Grades,2015,Male,61527,299,19685,32,22933,37.3,13326,21.7,5583,9.1,18909,30.7
QUEENS,All Grades,2016,Female,58999,315,9665,16.4,19911,33.7,18326,31.1,11097,18.8,29423,49.9
QUEENS,All Grades,2016,Male,62060,305,16120,26,22431,36.1,16045,25.9,7464,12,23509,37.9
QUEENS,All Grades,2017,Female,59330,316,9716,16.4,18872,31.8,18124,30.5,12618,21.3,30742,51.8
QUEENS,All Grades,2017,Male,62341,306,16049,25.7,21474,34.4,16285,26.1,8533,13.7,24818,39.8
QUEENS,All Grades,2018,Female,59238,607,8686,14.7,16179,27.3,18855,31.8,15518,26.2,34373,58
QUEENS,All Grades,2018,Male,62128,601,14503,23.3,18740,30.2,17593,28.3,11292,18.2,28885,46.5
STATEN ISLAND,3,2013,Female,2197,307,567,25.8,783,35.6,740,33.7,107,4.9,847,38.6
STATEN ISLAND,3,2013,Male,2413,298,886,36.7,862,35.7,599,24.8,66,2.7,665,27.6
STATEN ISLAND,3,2014,Female,2190,306,610,27.9,685,31.3,751,34.3,144,6.6,895,40.9
STATEN ISLAND,3,2014,Male,2253,298,819,36.4,722,32,636,28.2,76,3.4,712,31.6
STATEN ISLAND,3,2015,Female,2212,309,568,25.7,734,33.2,707,32,203,9.2,910,41.1
STATEN ISLAND,3,2015,Male,2323,297,890,38.3,740,31.9,599,25.8,94,4,693,29.8
STATEN ISLAND,3,2016,Female,2196,320,379,17.3,625,28.5,918,41.8,274,12.5,1192,54.3
STATEN ISLAND,3,2016,Male,2353,310,606,25.8,732,31.1,832,35.4,183,7.8,1015,43.1
STATEN ISLAND,3,2017,Female,2206,320,381,17.3,596,27,904,41,325,14.7,1229,55.7
STATEN ISLAND,3,2017,Male,2349,310,601,25.6,648,27.6,930,39.6,170,7.2,1100,46.8
STATEN ISLAND,3,2018,Female,2192,606,237,10.8,584,26.6,1101,50.2,270,12.3,1371,62.5
STATEN ISLAND,3,2018,Male,2215,601,360,16.3,675,30.5,1012,45.7,168,7.6,1180,53.3
STATEN ISLAND,4,2013,Female,2302,306,544,23.6,924,40.1,560,24.3,274,11.9,834,36.2
STATEN ISLAND,4,2013,Male,2407,297,765,31.8,968,40.2,500,20.8,174,7.2,674,28
STATEN ISLAND,4,2014,Female,2188,308,475,21.7,824,37.7,570,26.1,319,14.6,889,40.6
STATEN ISLAND,4,2014,Male,2282,300,679,29.8,901,39.5,504,22.1,198,8.7,702,30.8
STATEN ISLAND,4,2015,Female,2180,309,449,20.6,830,38.1,545,25,356,16.3,901,41.3
STATEN ISLAND,4,2015,Male,2198,300,666,30.3,810,36.9,479,21.8,243,11.1,722,32.8
STATEN ISLAND,4,2016,Female,2199,317,308,14,705,32.1,693,31.5,493,22.4,1186,53.9
STATEN ISLAND,4,2016,Male,2295,307,520,22.7,859,37.4,623,27.1,293,12.8,916,39.9
STATEN ISLAND,4,2017,Female,2199,317,329,15,697,31.7,662,30.1,511,23.2,1173,53.3
STATEN ISLAND,4,2017,Male,2347,307,540,23,851,36.3,587,25,369,15.7,956,40.7
STATEN ISLAND,4,2018,Female,2174,608,242,11.1,555,25.5,697,32.1,680,31.3,1377,63.3
STATEN ISLAND,4,2018,Male,2346,602,391,16.7,744,31.7,720,30.7,491,20.9,1211,51.6
STATEN ISLAND,5,2013,Female,2231,308,551,24.7,836,37.5,585,26.2,259,11.6,844,37.8
STATEN ISLAND,5,2013,Male,2377,299,783,32.9,893,37.6,525,22.1,176,7.4,701,29.5
STATEN ISLAND,5,2014,Female,2298,308,533,23.2,910,39.6,565,24.6,290,12.6,855,37.2
STATEN ISLAND,5,2014,Male,2346,299,778,33.2,875,37.3,483,20.6,210,9,693,29.5
STATEN ISLAND,5,2015,Female,2155,309,494,22.9,797,37,556,25.8,308,14.3,864,40.1
STATEN ISLAND,5,2015,Male,2267,300,732,32.3,883,39,439,19.4,213,9.4,652,28.8
STATEN ISLAND,5,2016,Male,2164,301,718,33.2,692,32,519,24,235,10.9,754,34.8
STATEN ISLAND,5,2016,Female,2178,313,472,21.7,652,29.9,647,29.7,407,18.7,1054,48.4
STATEN ISLAND,5,2017,Female,2205,316,417,18.9,680,30.8,653,29.6,455,20.6,1108,50.2
STATEN ISLAND,5,2017,Male,2265,302,703,31,779,34.4,525,23.2,258,11.4,783,34.6
STATEN ISLAND,5,2018,Female,2203,606,468,21.2,642,29.1,642,29.1,451,20.5,1093,49.6
STATEN ISLAND,5,2018,Male,2335,601,744,31.9,734,31.4,521,22.3,336,14.4,857,36.7
STATEN ISLAND,6,2013,Female,1988,303,484,24.3,868,43.7,331,16.6,305,15.3,636,32
STATEN ISLAND,6,2013,Male,2108,295,700,33.2,899,42.6,290,13.8,219,10.4,509,24.1
STATEN ISLAND,6,2014,Female,2058,309,324,15.7,938,45.6,412,20,384,18.7,796,38.7
STATEN ISLAND,6,2014,Male,2109,299,535,25.4,967,45.9,341,16.2,266,12.6,607,28.8
STATEN ISLAND,6,2015,Female,2084,311,348,16.7,855,41,421,20.2,460,22.1,881,42.3
STATEN ISLAND,6,2015,Male,2141,301,589,27.5,862,40.3,363,17,327,15.3,690,32.2
STATEN ISLAND,6,2016,Female,1966,310,335,17,749,38.1,516,26.2,366,18.6,882,44.9
STATEN ISLAND,6,2016,Male,2099,299,595,28.3,833,39.7,412,19.6,259,12.3,671,32
STATEN ISLAND,6,2017,Male,2020,301,555,27.5,799,39.6,333,16.5,333,16.5,666,33
STATEN ISLAND,6,2017,Female,2051,312,367,17.9,756,36.9,401,19.6,527,25.7,928,45.2
STATEN ISLAND,6,2018,Female,2070,609,280,13.5,421,20.3,458,22.1,911,44,1369,66.1
STATEN ISLAND,6,2018,Male,2134,601,504,23.6,551,25.8,474,22.2,605,28.4,1079,50.6
STATEN ISLAND,7,2013,Female,2053,306,479,23.3,833,40.6,564,27.5,177,8.6,741,36.1
STATEN ISLAND,7,2013,Male,2221,296,776,34.9,869,39.1,471,21.2,105,4.7,576,25.9
STATEN ISLAND,7,2014,Female,1968,305,441,22.4,795,40.4,564,28.7,168,8.5,732,37.2
STATEN ISLAND,7,2014,Male,2062,296,741,35.9,746,36.2,448,21.7,127,6.2,575,27.9
STATEN ISLAND,7,2015,Female,2037,309,401,19.7,725,35.6,721,35.4,190,9.3,911,44.7
STATEN ISLAND,7,2015,Male,2113,298,684,32.4,743,35.2,558,26.4,128,6.1,686,32.5
STATEN ISLAND,7,2016,Female,2030,316,274,13.5,745,36.7,663,32.7,348,17.1,1011,49.8
STATEN ISLAND,7,2016,Male,2099,304,540,25.7,808,38.5,529,25.2,222,10.6,751,35.8
STATEN ISLAND,7,2017,Female,1957,320,201,10.3,620,31.7,727,37.1,409,20.9,1136,58
STATEN ISLAND,7,2017,Male,2084,310,409,19.6,756,36.3,609,29.2,310,14.9,919,44.1
STATEN ISLAND,7,2018,Male,2024,601,514,25.4,665,32.9,580,28.7,265,13.1,845,41.7
STATEN ISLAND,7,2018,Female,2058,608,300,14.6,594,28.9,723,35.1,441,21.4,1164,56.6
STATEN ISLAND,8,2013,Female,1961,304,474,24.2,769,39.2,491,25,227,11.6,718,36.6
STATEN ISLAND,8,2013,Male,2252,296,679,30.2,920,40.9,479,21.3,174,7.7,653,29
STATEN ISLAND,8,2014,Female,2034,308,372,18.3,775,38.1,623,30.6,264,13,887,43.6
STATEN ISLAND,8,2014,Male,2176,298,561,25.8,957,44,510,23.4,148,6.8,658,30.2
STATEN ISLAND,8,2015,Female,1954,313,261,13.4,682,34.9,700,35.8,311,15.9,1011,51.7
STATEN ISLAND,8,2015,Male,2019,301,520,25.8,768,38,528,26.2,203,10.1,731,36.2
STATEN ISLAND,8,2016,Female,1932,317,207,10.7,642,33.2,656,34,427,22.1,1083,56.1
STATEN ISLAND,8,2016,Male,2074,305,455,21.9,780,37.6,590,28.4,249,12,839,40.5
STATEN ISLAND,8,2017,Female,1954,321,171,8.8,605,31,702,35.9,476,24.4,1178,60.3
STATEN ISLAND,8,2017,Male,2050,307,442,21.6,698,34,597,29.1,313,15.3,910,44.4
STATEN ISLAND,8,2018,Female,1894,609,146,7.7,500,26.4,598,31.6,650,34.3,1248,65.9
STATEN ISLAND,8,2018,Male,2027,601,319,15.7,735,36.3,522,25.8,451,22.2,973,48
STATEN ISLAND,All Grades,2013,Female,12732,306,3099,24.3,5013,39.4,3271,25.7,1349,10.6,4620,36.3
STATEN ISLAND,All Grades,2013,Male,13778,297,4589,33.3,5411,39.3,2864,20.8,914,6.6,3778,27.4
STATEN ISLAND,All Grades,2014,Female,12736,307,2755,21.6,4927,38.7,3485,27.4,1569,12.3,5054,39.7
STATEN ISLAND,All Grades,2014,Male,13228,298,4113,31.1,5168,39.1,2922,22.1,1025,7.7,3947,29.8
STATEN ISLAND,All Grades,2015,Female,12622,310,2521,20,4623,36.6,3650,28.9,1828,14.5,5478,43.4
STATEN ISLAND,All Grades,2015,Male,13061,299,4081,31.2,4806,36.8,2966,22.7,1208,9.2,4174,32
STATEN ISLAND,All Grades,2016,Female,12501,316,1975,15.8,4118,32.9,4093,32.7,2315,18.5,6408,51.3
STATEN ISLAND,All Grades,2016,Male,13084,304,3434,26.2,4704,36,3505,26.8,1441,11,4946,37.8
STATEN ISLAND,All Grades,2017,Female,12572,318,1866,14.8,3954,31.5,4049,32.2,2703,21.5,6752,53.7
STATEN ISLAND,All Grades,2017,Male,13115,306,3250,24.8,4531,34.5,3581,27.3,1753,13.4,5334,40.7
STATEN ISLAND,All Grades,2018,Female,12591,608,1673,13.3,3296,26.2,4219,33.5,3403,27,7622,60.5
STATEN ISLAND,All Grades,2018,Male,13081,601,2832,21.6,4104,31.4,3829,29.3,2316,17.7,6145,47
BRONX,3,2013,Not Econ Disadv,1051,300,366,34.8,342,32.5,304,28.9,39,3.7,343,32.6
BRONX,3,2013,Econ Disadv,14584,286,7613,52.2,4763,32.7,2089,14.3,119,0.8,2208,15.1
BRONX,3,2014,Not Econ Disadv,881,302,279,31.7,284,32.2,277,31.4,41,4.7,318,36.1
BRONX,3,2014,Econ Disadv,14766,284,7742,52.4,4665,31.6,2227,15.1,132,0.9,2359,16
BRONX,3,2015,Not Econ Disadv,2098,297,769,36.7,747,35.6,490,23.4,92,4.4,582,27.7
BRONX,3,2015,Econ Disadv,13250,286,6771,51.1,4314,32.6,1979,14.9,186,1.4,2165,16.3
BRONX,3,2016,Not Econ Disadv,2190,309,578,26.4,741,33.8,692,31.6,179,8.2,871,39.8
